routerSerial,ri,action,movement,fall,battery,count,label,routerTime,loc_label
B8-27-EB-22-6B-12,-83,4,14,0,100,42,5,1595327142246,Hallway
B8-27-EB-22-6B-12,-90,2,21,0,100,49,5,1595327145475,Hallway
B8-27-EB-F2-6B-8A,-75,2,12,0,100,53,6,1595327147835,Bed2
B8-27-EB-F2-6B-8A,-83,2,22,0,100,55,6,1595327148417,Bed2
B8-27-EB-22-6B-12,-84,2,29,0,100,56,6,1595327148951,Bed2
B8-27-EB-F2-6B-8A,-100,2,27,0,100,58,6,1595327150072,Bed2
B8-27-EB-F2-6B-8A,-95,2,27,0,100,58,6,1595327151178,Bed2
B8-27-EB-F2-6B-8A,-79,2,20,0,100,62,6,1595327151752,Bed2
B8-27-EB-6A-B8-0B,-88,2,2,0,100,65,6,1595327153174,Bed2
B8-27-EB-F2-6B-8A,-77,2,7,0,100,67,6,1595327154161,Bed2
B8-27-EB-6A-B8-0B,-82,2,11,0,100,68,6,1595327154810,Bed2
B8-27-EB-F2-6B-8A,-77,2,16,0,100,74,6,1595327157505,Bed2
B8-27-EB-F2-6B-8A,-96,2,17,0,100,76,6,1595327158462,Bed2
B8-27-EB-6A-B8-0B,-98,4,24,0,100,75,6,1595327158598,Bed2
B8-27-EB-F2-6B-8A,-91,2,23,0,100,80,6,1595327161080,Bed2
B8-27-EB-6A-B8-0B,-88,4,23,0,100,88,6,1595327164214,Bed2
B8-27-EB-F2-6B-8A,-78,2,17,0,100,87,6,1595327164332,Bed2
B8-27-EB-F2-6B-8A,-95,2,44,0,100,90,6,1595327165204,Bed2
B8-27-EB-F2-6B-8A,-86,2,25,0,100,93,6,1595327166619,Bed2
B8-27-EB-F2-6B-8A,-68,2,15,0,100,95,6,1595327167603,Bed2
B8-27-EB-F2-6B-8A,-73,4,19,0,100,97,6,1595327168597,Bed2
B8-27-EB-22-6B-12,-88,2,4,0,100,100,6,1595327170322,Bed2
B8-27-EB-F2-6B-8A,-83,2,13,0,100,101,6,1595327171062,Bed2
B8-27-EB-F2-6B-8A,-71,2,39,0,100,103,6,1595327171584,Bed2
B8-27-EB-F2-6B-8A,-77,4,24,0,100,105,6,1595327172520,Bed2
B8-27-EB-F2-6B-8A,-82,4,13,0,100,108,7,1595327173938,Hallway
B8-27-EB-22-6B-12,-80,4,12,0,100,114,7,1595327176808,Hallway
B8-27-EB-22-6B-12,-83,2,19,0,100,119,7,1595327179361,Hallway
B8-27-EB-DB-FE-98,-68,2,38,0,100,141,8,1595327189757,Working
B8-27-EB-DB-FE-98,-95,4,8,0,100,142,8,1595327190835,Working
B8-27-EB-22-6B-12,-79,2,15,0,100,166,9,1595327201834,Hallway
B8-27-EB-6A-B8-0B,-89,2,15,0,100,166,9,1595327201849,Hallway
B8-27-EB-22-6B-12,-85,2,7,0,100,163,9,1595327200328,Hallway
B8-27-EB-22-6B-12,-77,4,15,0,100,170,10,1595327203610,Buddha
B8-27-EB-22-6B-12,-72,2,13,0,100,175,10,1595327206054,Buddha
B8-27-EB-22-6B-12,-77,2,23,0,100,177,10,1595327206991,Buddha
B8-27-EB-22-6B-12,-60,4,29,0,100,182,10,1595327209333,Buddha
B8-27-EB-22-6B-12,-72,3,4,0,100,184,10,1595327210437,Buddha
B8-27-EB-6A-B8-0B,-84,4,35,0,100,189,10,1595327212814,Buddha
B8-27-EB-22-6B-12,-66,4,35,0,100,189,10,1595327212778,Buddha
B8-27-EB-22-6B-12,-89,4,22,0,100,195,10,1595327216225,Buddha
B8-27-EB-22-6B-12,-77,3,39,0,100,197,10,1595327216655,Buddha
B8-27-EB-22-6B-12,-75,4,38,0,100,198,10,1595327217064,Buddha
B8-27-EB-22-6B-12,-83,2,1,0,100,201,10,1595327218509,Buddha
B8-27-EB-22-6B-12,-82,4,46,0,100,203,10,1595327219525,Buddha
B8-27-EB-AD-32-FA,-93,4,12,0,100,206,10,1595327221297,Buddha
B8-27-EB-22-6B-12,-95,2,12,0,100,213,11,1595327224202,Hallway
B8-27-EB-22-6B-12,-79,2,28,0,100,228,11,1595327232306,Hallway
B8-27-EB-F2-6B-8A,-88,2,25,0,100,231,12,1595327232863,Bed2
B8-27-EB-22-6B-12,-87,2,28,0,100,230,12,1595327233351,Bed2
B8-27-EB-F2-6B-8A,-84,2,18,0,100,233,12,1595327233820,Bed2
B8-27-EB-F2-6B-8A,-70,2,18,0,100,236,12,1595327235361,Bed2
B8-27-EB-F2-6B-8A,-76,4,20,0,100,238,12,1595327236228,Bed2
B8-27-EB-F2-6B-8A,-73,2,8,0,100,240,12,1595327237197,Bed2
B8-27-EB-F2-6B-8A,-93,2,5,0,100,243,12,1595327238609,Bed2
B8-27-EB-F2-6B-8A,-75,2,4,0,100,245,12,1595327240169,Bed2
B8-27-EB-F2-6B-8A,-71,2,4,0,100,250,12,1595327242258,Bed2
B8-27-EB-F2-6B-8A,-77,2,0,0,100,253,12,1595327243555,Bed2
B8-27-EB-F2-6B-8A,-78,2,3,0,100,1,12,1595327245335,Bed2
B8-27-EB-DB-FE-98,-82,4,19,0,100,7,13,1595327248315,Hallway
B8-27-EB-22-6B-12,-93,2,4,0,100,27,13,1595327257792,Hallway
B8-27-EB-22-6B-12,-82,2,3,0,100,30,13,1595327259285,Hallway
B8-27-EB-22-6B-12,-90,2,3,0,100,30,14,1595327261148,Stairway
B8-27-EB-22-6B-12,-84,2,22,0,100,37,14,1595327262653,Stairway
B8-27-EB-6A-B8-0B,-82,2,45,0,100,46,14,1595327267053,Stairway
B8-27-EB-6A-B8-0B,-92,4,39,0,100,51,14,1595327269326,Stairway
B8-27-EB-6A-B8-0B,-95,2,22,0,100,53,14,1595327270306,Stairway
B8-27-EB-6A-B8-0B,-79,2,22,0,100,56,15,1595327271760,Dining
B8-27-EB-DB-FE-98,-78,4,24,0,100,57,15,1595327272313,Dining
B8-27-EB-DB-FE-98,-80,2,21,0,100,55,15,1595327271261,Dining
B8-27-EB-C0-BC-B1,-86,2,24,0,100,59,15,1595327273265,Dining
B8-27-EB-C0-BC-B1,-83,2,29,0,100,64,15,1595327275783,Dining
B8-27-EB-DB-FE-98,-70,2,37,0,100,62,15,1595327274664,Dining
B8-27-EB-6A-B8-0B,-86,2,29,0,100,64,15,1595327275579,Dining
B8-27-EB-D5-33-8B,-83,2,37,0,100,62,15,1595327275877,Dining
B8-27-EB-DB-FE-98,-72,2,9,0,100,65,15,1595327276351,Dining
B8-27-EB-DB-FE-98,-62,2,27,0,100,67,15,1595327277234,Dining
B8-27-EB-DB-FE-98,-72,4,40,0,100,69,15,1595327277953,Dining
B8-27-EB-C0-BC-B1,-81,4,40,0,100,69,15,1595327278342,Dining
B8-27-EB-DB-FE-98,-74,2,40,0,100,71,15,1595327279040,Dining
B8-27-EB-C0-BC-B1,-82,2,40,0,100,71,15,1595327279397,Dining
B8-27-EB-DB-FE-98,-61,2,16,0,100,74,15,1595327280591,Dining
B8-27-EB-DB-FE-98,-78,2,41,0,100,76,15,1595327281303,Dining
B8-27-EB-6A-B8-0B,-91,2,41,0,100,76,15,1595327281500,Dining
B8-27-EB-DB-FE-98,-69,2,0,0,100,78,15,1595327282307,Dining
B8-27-EB-DB-FE-98,-63,2,0,0,100,81,15,1595327284309,Dining
B8-27-EB-6A-B8-0B,-97,2,0,0,100,82,15,1595327284210,Dining
B8-27-EB-DB-FE-98,-82,2,0,0,100,83,15,1595327284747,Dining
B8-27-EB-DB-FE-98,-79,2,0,0,100,83,16,1595327285397,Dining
B8-27-EB-6A-B8-0B,-86,2,0,0,100,87,16,1595327286636,Dining
B8-27-EB-D5-33-8B,-84,2,0,0,100,89,16,1595327287582,Dining
B8-27-EB-DB-FE-98,-80,2,0,0,100,90,16,1595327288026,Dining
B8-27-EB-6A-B8-0B,-83,2,0,0,100,90,16,1595327288380,Dining
B8-27-EB-6A-B8-0B,-81,2,0,0,100,95,16,1595327290628,Dining
B8-27-EB-DB-FE-98,-79,2,0,0,100,95,16,1595327290751,Dining
B8-27-EB-DB-FE-98,-79,2,0,0,100,97,16,1595327291391,Dining
B8-27-EB-6A-B8-0B,-81,2,0,0,100,99,16,1595327292378,Dining
B8-27-EB-DB-FE-98,-76,2,0,0,100,100,16,1595327293317,Dining
B8-27-EB-DB-FE-98,-67,2,0,0,100,103,16,1595327295003,Dining
B8-27-EB-6A-B8-0B,-94,2,0,0,100,105,16,1595327295881,Dining
B8-27-EB-DB-FE-98,-85,2,0,0,100,105,16,1595327296367,Dining
B8-27-EB-DB-FE-98,-81,2,0,0,100,109,16,1595327297152,Dining
B8-27-EB-DB-FE-98,-72,2,2,0,100,114,16,1595327299664,Dining
B8-27-EB-DB-FE-98,-79,2,2,0,100,114,16,1595327300194,Dining
B8-27-EB-DB-FE-98,-62,2,0,0,100,116,16,1595327300741,Dining
B8-27-EB-DB-FE-98,-67,2,1,0,100,119,16,1595327301970,Dining
B8-27-EB-6A-B8-0B,-100,2,0,0,100,121,16,1595327303058,Dining
B8-27-EB-DB-FE-98,-61,2,0,0,100,123,16,1595327303956,Dining
B8-27-EB-DB-FE-98,-77,2,0,0,100,126,16,1595327305310,Dining
B8-27-EB-DB-FE-98,-60,2,2,0,100,128,16,1595327306318,Dining
B8-27-EB-DB-FE-98,-77,2,2,0,100,128,16,1595327306749,Dining
B8-27-EB-DB-FE-98,-66,2,2,0,100,132,16,1595327308220,Dining
B8-27-EB-D5-33-8B,-86,2,2,0,100,132,16,1595327308384,Dining
B8-27-EB-DB-FE-98,-81,3,0,0,100,133,16,1595327308668,Dining
B8-27-EB-6A-B8-0B,-96,3,0,0,100,134,16,1595327309216,Dining
B8-27-EB-DB-FE-98,-85,3,0,0,100,138,16,1595327311067,Dining
B8-27-EB-7A-0F-BF,-99,3,0,0,100,139,16,1595327311537,Dining
B8-27-EB-DB-FE-98,-70,3,0,0,100,140,16,1595327312154,Dining
B8-27-EB-DB-FE-98,-74,2,0,0,100,143,16,1595327313590,Dining
B8-27-EB-DB-FE-98,-86,2,0,0,100,143,16,1595327314402,Dining
B8-27-EB-D5-33-8B,-94,2,0,0,100,143,16,1595327314381,Dining
B8-27-EB-DB-FE-98,-66,2,0,0,100,145,16,1595327314874,Dining
B8-27-EB-7A-0F-BF,-90,3,0,0,100,147,16,1595327315829,Dining
B8-27-EB-DB-FE-98,-66,2,1,0,100,152,16,1595327317793,Dining
B8-27-EB-7A-0F-BF,-88,2,1,0,100,152,16,1595327318440,Dining
B8-27-EB-DB-FE-98,-67,2,41,0,100,155,16,1595327319479,Dining
B8-27-EB-7A-0F-BF,-97,4,35,0,100,156,16,1595327319698,Dining
B8-27-EB-DB-FE-98,-80,2,25,0,100,157,16,1595327320665,Dining
B8-27-EB-C0-BC-B1,-82,2,20,0,100,158,16,1595327320888,Dining
B8-27-EB-DB-FE-98,-79,2,26,0,100,160,16,1595327321756,Dining
B8-27-EB-6A-B8-0B,-85,2,41,0,100,164,16,1595327323819,Dining
B8-27-EB-6A-B8-0B,-81,2,33,0,100,166,16,1595327325090,Dining
B8-27-EB-6A-B8-0B,-80,2,20,0,100,169,16,1595327326697,Dining
B8-27-EB-6A-B8-0B,-83,4,11,0,100,171,17,1595327327180,Stairway
B8-27-EB-6A-B8-0B,-84,2,4,0,100,173,17,1595327327896,Stairway
B8-27-EB-22-6B-12,-93,2,16,0,100,189,17,1595327335547,Stairway
B8-27-EB-22-6B-12,-91,2,33,0,100,193,18,1595327338726,Hallway
B8-27-EB-DB-FE-98,-94,2,4,0,100,205,18,1595327344383,Hallway
B8-27-EB-DB-FE-98,-82,4,26,0,100,219,19,1595327350595,Working
B8-27-EB-22-6B-12,-98,2,7,0,100,229,19,1595327354873,Working
